"","BGN_DATE","EVTYPE","COUNTY","COUNTYNAME","STATE","FATALITIES","INJURIES","LATITUDE","LONGITUDE"
"638183","4/2/2006 0:00:00","TORNADO",53,"GIBSON","TN",2,6,3611,8903
"638204","4/2/2006 0:00:00","TORNADO",47,"FAYETTE","TN",0,2,3521,8931
"638295","4/7/2006 0:00:00","TORNADO",37,"DAVIDSON","TN",0,7,3619,8646
"638297","4/7/2006 0:00:00","TORNADO",165,"SUMNER","TN",7,121,3620,8639
"638318","4/7/2006 0:00:00","HAIL",149,"RUTHERFORD","TN",0,1,3551,8623
"638332","4/7/2006 0:00:00","TORNADO",177,"WARREN","TN",2,0,3550,8558
"638351","4/7/2006 0:00:00","TORNADO",35,"CUMBERLAND","TN",0,4,3555,8505
"638364","4/7/2006 0:00:00","TORNADO",177,"WARREN","TN",1,0,3535,8555
"638787","5/27/2006 0:00:00","LIGHTNING",71,"HARDIN","TN",0,1,0,0
"638796","5/30/2006 0:00:00","LIGHTNING",45,"DYER","TN",1,1,0,0
"638934","6/23/2006 0:00:00","LIGHTNING",119,"MAURY","TN",0,1,0,0
"639017","7/21/2006 0:00:00","TSTM WIND",37,"DAVIDSON","TN",1,3,3606,8655
"639044","7/21/2006 0:00:00","TSTM WIND",153,"SEQUATCHIE","TN",0,1,3523,8523
"639081","7/29/2006 0:00:00","LIGHTNING",113,"MADISON","TN",1,0,0,0
"639085","8/1/2006 0:00:00","EXCESSIVE HEAT",88,"TNZ088","TN",1,0,0,0
"639093","1/1/2006 0:00:00","WILDFIRE",91,"TXZ091 - 116 - 129","TX",0,6,0,0
"639095","1/1/2006 0:00:00","HIGH WIND",21,"TXZ021>024 - 026 - 028>036 - 039 - 041","TX",0,1,0,0
"639096","1/1/2006 0:00:00","HIGH WIND",11,"TXZ011>014 - 016>019","TX",1,3,0,0
"639097","1/1/2006 0:00:00","STRONG WIND",7,"TXZ007","TX",1,0,0,0
"639098","1/1/2006 0:00:00","WILDFIRE",70,"TXZ070","TX",0,1,0,0
"639099","1/1/2006 0:00:00","WILDFIRE",23,"TXZ023 - 034>035 - 039","TX",0,3,0,0
"639174","8/10/2006 0:00:00","EXCESSIVE HEAT",88,"TNZ088","TN",1,0,0,0
"639233","9/10/2006 0:00:00","LIGHTNING",183,"WEAKLEY","TN",1,0,0,0
"639343","1/1/2006 0:00:00","WILDFIRE",15,"TXZ015 - 019","TX",0,1,0,0
"639344","1/1/2006 0:00:00","WILDFIRE",64,"TXZ064 - 071","TX",0,1,0,0
"639357","1/17/2006 0:00:00","STRONG WIND",213,"TXZ213","TX",1,1,0,0
"639409","3/8/2006 0:00:00","STRONG WIND",253,"TXZ253","TX",0,1,0,0
"639436","3/12/2006 0:00:00","WILDFIRE",13,"TXZ013>014","TX",12,8,0,0
"639463","3/19/2006 0:00:00","FLASH FLOOD",113,"DALLAS","TX",1,0,0,0
"639520","3/20/2006 0:00:00","HIGH WIND",34,"TXZ034>035 - 042","TX",1,9,0,0
"639614","4/6/2006 0:00:00","WILDFIRE",14,"TXZ014","TX",0,1,0,0
"639629","4/6/2006 0:00:00","WILDFIRE",15,"TXZ015","TX",0,1,0,0
"639638","4/11/2006 0:00:00","WILDFIRE",10,"TXZ010","TX",0,2,0,0
"639645","4/15/2006 0:00:00","WILDFIRE",34,"TXZ034","TX",0,3,0,0
"639702","4/20/2006 0:00:00","HAIL",209,"HAYS","TX",0,1,2950,9758
"639731","4/20/2006 0:00:00","TSTM WIND",27,"BELL","TX",0,4,3101,9718
"640051","4/29/2006 0:00:00","TORNADO",407,"SAN JACINTO","TX",0,4,3036,9509
"640351","5/5/2006 0:00:00","LIGHTNING",439,"TARRANT","TX",0,1,0,0
"640389","5/5/2006 0:00:00","TSTM WIND",169,"GARZA","TX",0,1,3303,10111
"640586","5/9/2006 0:00:00","TORNADO",75,"CHILDRESS","TX",0,1,3425,10012
"640603","5/9/2006 0:00:00","TORNADO",85,"COLLIN","TX",2,6,3322,9631
"640604","5/9/2006 0:00:00","TORNADO",181,"GRAYSON","TX",1,4,3323,9626
"640844","5/14/2006 0:00:00","FLASH FLOOD",309,"MCLENNAN","TX",0,2,0,0
"640849","5/20/2006 0:00:00","WILDFIRE",16,"TXZ016","TX",0,4,0,0
"640947","5/29/2006 0:00:00","FLASH FLOOD",245,"JEFFERSON","TX",1,0,0,0
"641264","6/30/2006 0:00:00","LIGHTNING",39,"BRAZORIA","TX",0,2,0,0
"641271","7/1/2006 0:00:00","STRONG WIND",103,"TXZ103","TX",0,10,0,0
"641314","7/11/2006 0:00:00","TSTM WIND",125,"DICKENS","TX",0,2,3329,10051
"641327","7/14/2006 0:00:00","EXCESSIVE HEAT",118,"TXZ118>119","TX",1,0,0,0
"641371","7/27/2006 0:00:00","HEAT",119,"TXZ119","TX",1,0,0,0
"641459","8/15/2006 0:00:00","EXCESSIVE HEAT",165,"TXZ165","TX",0,2,0,0
"641484","8/19/2006 0:00:00","TSTM WIND",211,"HEMPHILL","TX",0,4,3554,10023
"641491","8/21/2006 0:00:00","FLASH FLOOD",375,"POTTER","TX",1,0,0,0
"641519","8/23/2006 0:00:00","LIGHTNING",167,"GALVESTON","TX",1,0,0,0
"641650","9/14/2006 0:00:00","TSTM WIND",3,"ANDREWS","TX",0,1,3218,10232
"641681","9/22/2006 0:00:00","STRONG WIND",199,"TXZ199","TX",1,0,0,0
"641731","10/12/2006 0:00:00","LIGHTNING",185,"GRIMES","TX",1,0,3026,9558
"641771","10/16/2006 0:00:00","TORNADO",167,"GALVESTON","TX",0,1,2921,9501
"641773","10/16/2006 0:00:00","FLASH FLOOD",157,"FORT BEND","TX",1,0,2920,9554
"641778","10/16/2006 0:00:00","FLASH FLOOD",201,"HARRIS","TX",2,0,2943,9522
"641811","10/16/2006 0:00:00","FLASH FLOOD",291,"LIBERTY","TX",1,0,2957,9428
"641904","11/15/2006 0:00:00","STRONG WIND",118,"TXZ117 - 131","TX",0,1,0,0
"642008","12/29/2006 0:00:00","TORNADO",293,"LIMESTONE","TX",1,20,3119,9638
"642016","12/29/2006 0:00:00","TORNADO",313,"MADISON","TX",0,3,3049,9606
"642017","12/29/2006 0:00:00","TORNADO",41,"BRAZOS","TX",0,3,3036,9619
"642025","12/29/2006 0:00:00","TORNADO",251,"JOHNSON","TX",0,12,3210,9719
"642042","12/29/2006 0:00:00","FLASH FLOOD",161,"FREESTONE","TX",1,0,3146,9619
"642048","1/1/2006 0:00:00","WINTER STORM",7,"UTZ007>008 - 017","UT",1,0,0,0
"642085","3/11/2006 0:00:00","AVALANCHE",7,"UTZ007","UT",1,0,0,0
"642182","7/26/2006 0:00:00","TSTM WIND",35,"SALT LAKE","UT",0,2,4044,11157
"642184","7/30/2006 0:00:00","FLASH FLOOD",7,"CARBON","UT",2,1,0,0
"642319","2/17/2006 0:00:00","HIGH WIND",13,"VTZ013","VT",0,1,0,0
"642437","7/18/2006 0:00:00","TSTM WIND",5,"CALEDONIA","VT",0,12,4418,7203
"642485","1/11/2006 0:00:00","TORNADO",95,"JAMES CITY","VA",0,2,3713,7649
"642512","2/4/2006 0:00:00","TORNADO",143,"PITTSYLVANIA","VA",0,1,3648,7933
"642531","3/2/2006 0:00:00","WILDFIRE",16,"VAZ016","VA",0,2,0,0
"642605","4/7/2006 0:00:00","TSTM WIND",23,"BOTETOURT","VA",0,1,3731,7941
"642860","6/25/2006 0:00:00","FLOOD",5,"ALLEGHANY","VA",1,1,0,0
"642954","7/2/2006 0:00:00","TSTM WIND",59,"FAIRFAX","VA",0,2,3850,7711
"643250","9/1/2006 0:00:00","HIGH WIND",77,"VAZ077>078 - 084>086 - 091 - 094>095 - 099>100","VA",2,0,0,0
"643393","11/12/2006 0:00:00","HIGH WIND",16,"VAZ016","VA",0,2,0,0
"643468","1/7/2006 0:00:00","STRONG WIND",2,"WAZ002","WA",1,0,0,0
"643501","2/1/2006 0:00:00","WINTER WEATHER",41,"WAZ041","WA",0,3,0,0
"643503","2/3/2006 0:00:00","HIGH WIND",1,"WAZ001>003 - 005 - 007>012 - 015>016","WA",0,1,0,0
"643505","2/3/2006 0:00:00","STRONG WIND",20,"WAZ020 - 022 - 039","WA",1,0,0,0
"643515","2/17/2006 0:00:00","STRONG WIND",8,"WAZ008 - 011","WA",0,1,0,0
"643530","3/19/2006 0:00:00","AVALANCHE",42,"WAZ042","WA",1,1,0,0
"643538","4/18/2006 0:00:00","AVALANCHE",518,"WAZ518","WA",1,0,0,0
"643573","6/12/2006 0:00:00","LANDSLIDE",42,"WAZ042","WA",0,2,0,0
"643624","7/6/2006 0:00:00","LIGHTNING",7,"CHELAN","WA",0,1,0,0
"643676","11/4/2006 0:00:00","FLOOD",41,"LEWIS","WA",2,0,4637,12140
"643743","12/13/2006 0:00:00","STRONG WIND",505,"WAZ505 - 508 - 509","WA",0,1,0,0
"643750","12/14/2006 0:00:00","HIGH WIND",517,"WAZ517","WA",0,1,0,0
"643751","12/14/2006 0:00:00","HIGH WIND",512,"WAZ512","WA",1,1,0,0
"643752","12/14/2006 0:00:00","FLASH FLOOD",33,"KING","WA",1,0,4736,12215
"643756","12/14/2006 0:00:00","HIGH WIND",509,"WAZ509","WA",2,2,0,0
"643820","4/7/2006 0:00:00","TSTM WIND",59,"MINGO","WV",0,2,3741,8217
"643825","4/7/2006 0:00:00","TSTM WIND",45,"LOGAN","WV",0,1,3744,8153
"643880","7/3/2006 0:00:00","LIGHTNING",39,"KANAWHA","WV",0,1,0,0
"643924","8/1/2006 0:00:00","HEAT",51,"WIZ051>052 - 056>060 - 062>072","WI",2,0,0,0
"643980","6/1/2006 0:00:00","LIGHTNING",1,"BARBOUR","WV",0,6,0,0
"644441","5/29/2006 0:00:00","LIGHTNING",101,"RACINE","WI",0,5,0,0
"644442","5/29/2006 0:00:00","LIGHTNING",101,"RACINE","WI",0,2,0,0
"644497","6/18/2006 0:00:00","TORNADO",131,"WASHINGTON","WI",0,1,4319,8825
"644738","7/20/2006 0:00:00","TSTM WIND",43,"GRANT","WI",1,0,4243,9100
"644810","7/24/2006 0:00:00","LIGHTNING",67,"LANGLADE","WI",1,0,0,0
"644844","7/27/2006 0:00:00","LIGHTNING",133,"WAUKESHA","WI",0,1,0,0
"644911","7/30/2006 0:00:00","HEAT",51,"WIZ051>052 - 056>060 - 062>072","WI",0,40,0,0
"644937","7/30/2006 0:00:00","TSTM WIND",7,"BAYFIELD","WI",0,2,4649,9049
"644939","7/31/2006 0:00:00","HEAT",22,"WIZ022 - 036>037 - 039 - 048 - 050","WI",0,3,0,0
"645028","8/24/2006 0:00:00","LIGHTNING",133,"WAUKESHA","WI",0,1,0,0
"645185","10/2/2006 0:00:00","LIGHTNING",121,"TREMPEALEAU","WI",0,1,4418,9110
"645326","12/7/2006 0:00:00","COLD/WIND CHILL",66,"WIZ066","WI",1,0,0,0
"645333","1/5/2006 0:00:00","AVALANCHE",12,"WYZ012","WY",1,1,0,0
"645342","2/15/2006 0:00:00","WINTER STORM",8,"WYZ008>011 - 014>020 - 022 - 024>030","WY",0,1,0,0
"645417","6/19/2006 0:00:00","TSTM WIND",5,"CAMPBELL","WY",0,3,4415,10526
"645521","12/16/2006 0:00:00","AVALANCHE",24,"WYZ024","WY",1,1,0,0
"645522","12/20/2006 0:00:00","BLIZZARD",70,"WYZ067>070","WY",1,0,0,0
"645536","4/4/2006 0:00:00","LIGHTNING",2,"TUTUILA","AS",1,1,0,0
"645542","2/6/2006 0:00:00","HIGH SURF",6,"GUZ006","GU",1,0,0,0
"645543","3/4/2006 0:00:00","RIP CURRENT",8,"GUZ008","GU",1,0,0,0
"645545","7/9/2006 0:00:00","HIGH SURF",6,"GUZ006","GU",1,1,0,0
"645547","1/12/2006 0:00:00","HIGH SURF",5,"PRZ005","PR",1,0,0,0
"645624","5/11/2006 0:00:00","LIGHTNING",5,"NORTH CENTRAL","PR",1,0,0,0
"645691","7/29/2006 0:00:00","TSTM WIND",1,"SAN JUAN AND VICINITY","PR",0,1,0,0
"646230","11/6/2006 0:00:00","MARINE THUNDERSTORM WIND",555,"GMZ555","GM",1,0,2924,8913
"646298","2/3/2006 0:00:00","MARINE TSTM WIND",330,"CHARLESTON HARBOR","AM",0,1,3245,7952
"646351","7/10/2006 0:00:00","MARINE TSTM WIND",630,"BISCAYNE BAY","AM",0,5,0,0
"646725","10/6/2006 0:00:00","MARINE STRONG WIND",632,"ANZ632","AN",2,0,3712,7607
"647223","10/28/2006 0:00:00","RIP CURRENT",6,"PMZ006","GU",0,4,0,0
"647224","11/5/2006 0:00:00","RIP CURRENT",6,"PMZ006","GU",2,0,0,0
"647225","11/12/2006 0:00:00","RIP CURRENT",6,"PMZ006","GU",0,1,0,0
"647320","3/1/2007 0:00:00","TORNADO",131,"WILCOX","AL",1,2,3207,8724
"647322","3/1/2007 0:00:00","TORNADO",31,"COFFEE","AL",9,50,3116,8555
"647326","3/1/2007 0:00:00","TORNADO",45,"DALE","AL",0,4,3127,8530
"647327","3/1/2007 0:00:00","TORNADO",67,"HENRY","AL",0,2,3127,8522
"647339","3/1/2007 0:00:00","TORNADO",85,"LOWNDES","AL",0,4,3201,8627
"647342","3/1/2007 0:00:00","TORNADO",101,"MONTGOMERY","AL",0,2,3203,8624
"647468","4/11/2007 0:00:00","LIGHTNING",51,"ELMORE","AL",0,1,3228,8622
"647515","5/7/2007 0:00:00","RIP CURRENT",64,"ALZ064","AL",1,0,0,0
"647518","5/26/2007 0:00:00","RIP CURRENT",64,"ALZ064","AL",1,0,0,0
"647519","5/27/2007 0:00:00","RIP CURRENT",64,"ALZ064","AL",1,0,0,0
"647529","6/7/2007 0:00:00","RIP CURRENT",64,"ALZ064","AL",1,0,0,0
"647601","6/27/2007 0:00:00","RIP CURRENT",64,"ALZ064","AL",1,0,0,0
"647666","7/1/2007 0:00:00","LIGHTNING",31,"COFFEE","AL",0,1,3124,8554
"647668","7/3/2007 0:00:00","THUNDERSTORM WIND",97,"MOBILE","AL",0,8,3042,8804
"647695","7/14/2007 0:00:00","THUNDERSTORM WIND",127,"WALKER","AL",0,2,3345,8710
"647748","8/7/2007 0:00:00","LIGHTNING",99,"MONROE","AL",1,0,3145,8722
"647750","8/8/2007 0:00:00","HEAT",41,"ALZ011>015 - 017","AL",1,17,0,0
"647751","8/9/2007 0:00:00","HEAT",7,"ALZ007","AL",1,0,0,0
"647752","8/9/2007 0:00:00","LIGHTNING",3,"BALDWIN","AL",0,1,3028,8748
"647760","8/13/2007 0:00:00","HEAT",7,"ALZ007","AL",1,0,0,0
"647794","8/24/2007 0:00:00","LIGHTNING",117,"SHELBY","AL",0,2,3324,8644
"647866","10/22/2007 0:00:00","TORNADO",65,"HALE","AL",0,2,3231,8734
"647908","12/15/2007 0:00:00","HEAVY RAIN",61,"GENEVA","AL",0,1,3101,8552
"648180","5/8/2007 0:00:00","DUST STORM",21,"AZZ021","AZ",0,1,0,0
"648207","7/15/2007 0:00:00","LIGHTNING",1,"APACHE","AZ",1,0,3552,10927
"648271","7/24/2007 0:00:00","FLASH FLOOD",15,"MOHAVE","AZ",2,0,3507,11415
"648319","7/31/2007 0:00:00","FLASH FLOOD",19,"PIMA","AZ",1,0,3214,11056
"648343","8/4/2007 0:00:00","FLASH FLOOD",19,"PIMA","AZ",2,0,3221,11046
"648363","8/13/2007 0:00:00","LIGHTNING",19,"PIMA","AZ",0,4,3128,11133
"648374","8/14/2007 0:00:00","FLASH FLOOD",23,"SANTA CRUZ","AZ",0,1,3121,11055
"648415","9/6/2007 0:00:00","FLASH FLOOD",3,"COCHISE","AZ",1,0,3134,11007
"648505","1/14/2007 0:00:00","HEAVY RAIN",65,"IZARD","AR",1,0,3606,9145
"648529","2/24/2007 0:00:00","TORNADO",139,"UNION","AR",0,5,3301,9243
"648531","2/24/2007 0:00:00","TORNADO",11,"BRADLEY","AR",0,6,3316,9216
"648535","2/24/2007 0:00:00","TORNADO",41,"DESHA","AR",0,28,3349,9133
"648640","4/3/2007 0:00:00","THUNDERSTORM WIND",31,"CRAIGHEAD","AR",0,1,3549,9040
"648726","4/11/2007 0:00:00","STRONG WIND",5,"ARZ005","AR",1,1,0,0
"648747","4/24/2007 0:00:00","THUNDERSTORM WIND",113,"POLK","AR",0,1,3428,9358
"648757","5/15/2007 0:00:00","THUNDERSTORM WIND",91,"MILLER","AR",0,1,3325,9403
"648802","2/2/2007 0:00:00","TORNADO",119,"SUMTER","FL",0,15,2852,8203
"648803","2/2/2007 0:00:00","TORNADO",69,"LAKE","FL",8,10,2853,8157
"648805","2/2/2007 0:00:00","TORNADO",69,"LAKE","FL",13,9,2857,8135
"648806","2/2/2007 0:00:00","TORNADO",127,"VOLUSIA","FL",0,42,2900,8122
"648807","2/2/2007 0:00:00","TORNADO",127,"VOLUSIA","FL",0,42,2900,8122
"648809","6/25/2007 0:00:00","LIGHTNING",105,"POLK","FL",0,1,2743,8131
"648814","6/26/2007 0:00:00","LIGHTNING",5,"BAY","FL",1,0,3015,8542
"648824","4/24/2007 0:00:00","THUNDERSTORM WIND",97,"MONTGOMERY","AR",0,1,3434,9352
"648855","4/25/2007 0:00:00","THUNDERSTORM WIND",17,"CHICOT","AR",1,0,3319,9116
"649078","8/7/2007 0:00:00","HEAT",44,"ARZ025 - 033 - 042>047 - 053>057 - 062","AR",3,0,0,0
"649158","10/17/2007 0:00:00","TORNADO",79,"LINCOLN","AR",0,1,3357,9154
"649233","10/18/2007 0:00:00","THUNDERSTORM WIND",35,"CRITTENDEN","AR",0,3,3506,9022
"649259","12/9/2007 0:00:00","LIGHTNING",141,"VAN BUREN","AR",0,1,3524,9222
"649389","3/22/2007 0:00:00","THUNDERSTORM WIND",73,"SAN DIEGO","CA",3,0,3313,11646
"649403","3/27/2007 0:00:00","STRONG WIND",43,"CAZ043","CA",0,2,0,0
"649412","4/10/2007 0:00:00","HIGH SURF",42,"CAZ042","CA",2,0,0,0
"649413","4/10/2007 0:00:00","HIGH SURF",41,"CAZ041","CA",2,0,0,0
"649460","5/8/2007 0:00:00","WILDFIRE",47,"CAZ047","CA",0,1,0,0
"649462","5/10/2007 0:00:00","WILDFIRE",87,"CAZ087","CA",0,1,0,0
"649479","6/24/2007 0:00:00","WILDFIRE",72,"CAZ072","CA",0,3,0,0
"649483","7/4/2007 0:00:00","EXCESSIVE HEAT",15,"CAZ015","CA",1,1,0,0
"649490","7/6/2007 0:00:00","RIP CURRENT",42,"CAZ042","CA",1,0,0,0
"649545","9/1/2007 0:00:00","WILDFIRE",52,"CAZ052","CA",0,38,0,0
"649549","9/1/2007 0:00:00","EXCESSIVE HEAT",48,"CAZ042 - 048 - 050 - 055>058 - 060","CA",4,2,0,0
"649550","9/1/2007 0:00:00","HEAT",60,"CAZ042 - 048 - 050 - 055>058 - 060","CA",1,0,0,0
"649564","9/2/2007 0:00:00","EXCESSIVE HEAT",525,"CAZ525","CA",1,0,0,0
"649571","9/3/2007 0:00:00","EXCESSIVE HEAT",50,"CAZ050","CA",0,2,0,0
"649579","9/10/2007 0:00:00","WILDFIRE",48,"CAZ048","CA",0,4,0,0
"649581","9/14/2007 0:00:00","WILDFIRE",55,"CAZ055","CA",0,4,0,0
"649582","9/15/2007 0:00:00","WILDFIRE",58,"CAZ058","CA",0,7,0,0
"649605","9/23/2007 0:00:00","RIP CURRENT",40,"CAZ040","CA",0,1,0,0
"649650","10/21/2007 0:00:00","WILDFIRE",50,"CAZ050","CA",8,61,0,0
"649657","10/21/2007 0:00:00","WILDFIRE",42,"CAZ042 - 057","CA",0,16,0,0
"649661","10/22/2007 0:00:00","WILDFIRE",55,"CAZ055","CA",0,9,0,0
"649665","10/22/2007 0:00:00","WILDFIRE",50,"CAZ050","CA",0,5,0,0
"649666","10/22/2007 0:00:00","WILDFIRE",55,"CAZ055","CA",0,1,0,0
"649670","10/23/2007 0:00:00","WILDFIRE",58,"CAZ050 - 058","CA",0,15,0,0
"649671","10/23/2007 0:00:00","WILDFIRE",43,"CAZ043","CA",0,6,0,0
"649717","11/24/2007 0:00:00","WILDFIRE",50,"CAZ050","CA",0,2,0,0
"649727","12/2/2007 0:00:00","HIGH SURF",514,"CAZ514","CA",1,0,0,0
"649743","12/3/2007 0:00:00","HIGH SURF",509,"CAZ509","CA",2,0,0,0
"649811","12/28/2007 0:00:00","HIGH SURF",514,"CAZ514","CA",1,0,0,0
"649827","1/6/2007 0:00:00","AVALANCHE",34,"COZ034","CO",0,1,0,0
"649961","3/13/2007 0:00:00","AVALANCHE",10,"COZ010","CO",2,0,0,0
"649998","3/28/2007 0:00:00","TORNADO",99,"PROWERS","CO",2,9,3801,10207
"650050","4/18/2007 0:00:00","HIGH WIND",6,"COZ006","CO",0,2,0,0
"650229","5/14/2007 0:00:00","HEAVY RAIN",31,"DENVER","CO",1,1,3943,10455
"650256","5/22/2007 0:00:00","LIGHTNING",41,"EL PASO","CO",0,1,3852,10452
"650357","6/2/2007 0:00:00","LIGHTNING",41,"EL PASO","CO",0,1,3851,10453
"650400","6/7/2007 0:00:00","HIGH WIND",40,"COZ040","CO",0,1,0,0
"650677","7/27/2007 0:00:00","LIGHTNING",59,"JEFFERSON","CO",1,0,3939,10510
"650738","8/19/2007 0:00:00","LIGHTNING",65,"LAKE","CO",0,1,3907,10627
"650809","9/2/2007 0:00:00","LIGHTNING",41,"EL PASO","CO",1,3,3844,10456
"650920","11/27/2007 0:00:00","HIGH WIND",33,"COZ033","CO",0,1,0,0
"651024","12/31/2007 0:00:00","AVALANCHE",32,"COZ032","CO",0,1,0,0
"651070","6/1/2007 0:00:00","LIGHTNING",5,"LITCHFIELD","CT",0,1,4143,7313
"651167","2/6/2007 0:00:00","EXTREME COLD/WIND CHILL",1,"DEZ001>004","DE",1,1,0,0
"651173","2/13/2007 0:00:00","WINTER STORM",1,"DEZ001 - 002","DE",1,0,0,0
"651179","2/25/2007 0:00:00","WINTER STORM",1,"DEZ001","DE",2,0,0,0
"651285","1/3/2007 0:00:00","RIP CURRENT",172,"FLZ172","FL",1,0,0,0
"651323","2/13/2007 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,2740,8243
"651393","3/13/2007 0:00:00","DENSE FOG",53,"FLZ053","FL",0,3,0,0
"651404","3/22/2007 0:00:00","RIP CURRENT",8,"FLZ008","FL",1,0,0,0
"651405","3/22/2007 0:00:00","RIP CURRENT",8,"FLZ008","FL",1,0,0,0
"651407","3/27/2007 0:00:00","RIP CURRENT",47,"FLZ047","FL",1,0,0,0
"651410","4/3/2007 0:00:00","RIP CURRENT",33,"FLZ033","FL",1,0,0,0
"651423","4/11/2007 0:00:00","THUNDERSTORM WIND",101,"PASCO","FL",0,1,2823,8212
"651452","4/15/2007 0:00:00","LIGHTNING",95,"ORANGE","FL",0,1,2833,8125
"651550","5/19/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",1,0,2600,8024
"651558","5/25/2007 0:00:00","RIP CURRENT",24,"FLZ024","FL",1,2,0,0
"651560","5/27/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,1,0,0
"651562","5/28/2007 0:00:00","RIP CURRENT",173,"FLZ173","FL",1,2,0,0
"651563","5/30/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,0,0,0
"651565","5/31/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,0,0,0
"651575","6/1/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",1,0,0,0
"651582","6/2/2007 0:00:00","RIP CURRENT",50,"FLZ050","FL",1,0,0,0
"651593","6/7/2007 0:00:00","RIP CURRENT",6,"FLZ006","FL",1,0,0,0
"651617","6/8/2007 0:00:00","HAIL",81,"MANATEE","FL",0,1,2728,8243
"651702","6/13/2007 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",0,1,2548,8015
"651727","6/21/2007 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",1,0,2540,8018
"651740","6/30/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",0,2,2613,8007
"651742","6/30/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",0,1,2607,8010
"651749","7/1/2007 0:00:00","LIGHTNING",31,"DUVAL","FL",1,0,3020,8136
"651761","7/2/2007 0:00:00","LIGHTNING",51,"HENDRY","FL",0,3,2645,8125
"651766","7/3/2007 0:00:00","LIGHTNING",5,"BAY","FL",0,1,3010,8548
"651777","7/8/2007 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",1,0,2557,8018
"651802","7/14/2007 0:00:00","LIGHTNING",31,"DUVAL","FL",0,2,3028,8125
"651900","7/16/2007 0:00:00","LIGHTNING",81,"MANATEE","FL",0,1,2728,8234
"651906","7/16/2007 0:00:00","LIGHTNING",7,"BRADFORD","FL",0,2,3003,8204
"651935","7/20/2007 0:00:00","LIGHTNING",103,"PINELLAS","FL",1,1,2746,8246
"651936","7/20/2007 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,2755,8216
"652004","7/22/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",1,0,2619,8004
"652013","7/22/2007 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,2749,8243
"652026","7/27/2007 0:00:00","LIGHTNING",31,"DUVAL","FL",0,1,3019,8139
"652044","7/30/2007 0:00:00","LIGHTNING",99,"PALM BEACH","FL",1,0,2621,8004
"652056","8/6/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",0,1,2613,8007
"652081","8/13/2007 0:00:00","LIGHTNING",11,"BROWARD","FL",1,0,2619,8013
"652082","8/14/2007 0:00:00","LIGHTNING",103,"PINELLAS","FL",0,1,2747,8240
"652093","8/20/2007 0:00:00","RIP CURRENT",172,"FLZ172","FL",0,2,0,0
"652094","8/20/2007 0:00:00","RIP CURRENT",172,"FLZ172","FL",1,1,0,0
"652120","8/31/2007 0:00:00","LIGHTNING",95,"ORANGE","FL",0,1,2836,8119
"652130","9/4/2007 0:00:00","LIGHTNING",86,"MIAMI-DADE","FL",0,3,2545,8015
"652132","9/10/2007 0:00:00","LIGHTNING",71,"LEE","FL",1,0,2639,8149
"652136","9/11/2007 0:00:00","RIP CURRENT",8,"FLZ008","FL",2,0,0,0
"652140","9/12/2007 0:00:00","LIGHTNING",127,"VOLUSIA","FL",0,2,2912,8100
"652151","9/16/2007 0:00:00","TORNADO",71,"LEE","FL",0,1,2633,8158
"652188","9/21/2007 0:00:00","LIGHTNING",51,"HENDRY","FL",1,0,2622,8055
"652196","9/23/2007 0:00:00","RIP CURRENT",15,"FLZ015","FL",1,0,0,0
"652224","10/7/2007 0:00:00","RIP CURRENT",54,"FLZ054","FL",1,0,0,0
"652225","10/8/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",0,1,0,0
"652226","10/18/2007 0:00:00","TORNADO",33,"ESCAMBIA","FL",0,4,3024,8714
"652232","10/22/2007 0:00:00","RIP CURRENT",47,"FLZ047","FL",1,0,0,0
"652233","10/24/2007 0:00:00","LIGHTNING",57,"HILLSBOROUGH","FL",0,1,2756,8218
"652244","11/1/2007 0:00:00","STORM SURGE/TIDE",168,"FLZ068 - 072 - 074 - 168 - 172 - 173","FL",0,5,0,0
"652252","12/12/2007 0:00:00","RIP CURRENT",168,"FLZ168","FL",0,2,0,0
"652321","2/13/2007 0:00:00","TORNADO",251,"SCREVEN","GA",0,1,3245,8136
"652345","3/1/2007 0:00:00","TORNADO",269,"TAYLOR","GA",1,4,3229,8409
"652346","3/1/2007 0:00:00","TORNADO",79,"CRAWFORD","GA",0,9,3243,8355
"652352","3/1/2007 0:00:00","TORNADO",215,"MUSCOGEE","GA",0,1,3229,8500
"652362","3/1/2007 0:00:00","TORNADO",301,"WARREN","GA",0,3,3325,8236
"652367","3/1/2007 0:00:00","TORNADO",307,"WEBSTER","GA",0,3,3155,8433
